quantization,execution_mode,idx,op_type,dst,dst_type,dst_buft,src0,src0_buft,block_index,logical_layer,tensor_role,assigned_backend,prefill_us,decode_us,timing_source,fused_note
Q4_0,HTP0,266,MUL_MAT,Qcur-14,f32,HTP0,blk.14.attn_q.weight,HTP0-REPACK,14,blk.14,attn_q,HTP0,15,81,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,267,MUL_MAT,Vcur-14,f32,HTP0,blk.14.attn_v.weight,HTP0-REPACK,14,blk.14,attn_v,HTP0,231,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,268,MUL_MAT,Kcur-14,f32,HTP0,blk.14.attn_k.weight,HTP0-REPACK,14,blk.14,attn_k,HTP0,233,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,269,RMS_NORM,norm-14,f32,HTP0,Qcur-14,HTP0,14,blk.14,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,270,ROPE,Qcur-14,f32,HTP0,Qcur_normed-14,HTP0,14,blk.14,attn_q,HTP0,15,81,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,271,RMS_NORM,norm-14,f32,HTP0,Kcur-14,HTP0,14,blk.14,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,272,ROPE,Kcur-14,f32,HTP0,Kcur_normed-14,HTP0,14,blk.14,attn_k,HTP0,233,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,273,SET_ROWS,cache_k_l14 (view),f16,HTP0,Kcur-14 (view),HTP0,14,blk.14,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,274,SET_ROWS,cache_v_l14 (view),f16,HTP0,Vcur-14 (view),HTP0,14,blk.14,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,275,FLASH_ATTN_EXT,__fattn__-14,f32,HTP0,Qcur-14 (view) (permuted),HTP0,14,blk.14,attn_q,HTP0,269,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,276,MUL_MAT,attn_out-14,f32,HTP0,blk.14.attn_output.weight,HTP0-REPACK,14,blk.14,attn_output,HTP0,447,55,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,277,RMS_NORM,norm-14,f32,HTP0,attn_out-14,HTP0,14,blk.14,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,278,ADD,ffn_inp-14,f32,HTP0,attn_post_norm-14,HTP0,14,blk.14,norm,HTP0,223,6,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,279,MUL_MAT,ffn_gate-14,f32,HTP0,blk.14.ffn_gate.weight,HTP0-REPACK,14,blk.14,ffn_gate,HTP0,753,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,280,MUL_MAT,ffn_up-14,f32,HTP0,blk.14.ffn_up.weight,HTP0-REPACK,14,blk.14,ffn_up,HTP0,790,218,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,281,GLU,ffn_swiglu-14,f32,HTP0,ffn_gate-14,HTP0,14,blk.14,ffn_gate,HTP0,711,11,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,282,MUL_MAT,ffn_out-14,f32,HTP0,blk.14.ffn_down.weight,HTP0-REPACK,14,blk.14,ffn_down,HTP0,797,101,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,283,RMS_NORM,norm,f32,HTP0,ffn_out-14,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,284,ADD,l_out-14,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,239,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,285,MUL_MAT,Qcur-15,f32,HTP0,blk.15.attn_q.weight,HTP0-REPACK,15,blk.15,attn_q,HTP0,15,93,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,286,MUL_MAT,Vcur-15,f32,HTP0,blk.15.attn_v.weight,HTP0-REPACK,15,blk.15,attn_v,HTP0,237,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,287,MUL_MAT,Kcur-15,f32,HTP0,blk.15.attn_k.weight,HTP0-REPACK,15,blk.15,attn_k,HTP0,234,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,288,RMS_NORM,norm-15,f32,HTP0,Qcur-15,HTP0,15,blk.15,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,289,ROPE,Qcur-15,f32,HTP0,Qcur_normed-15,HTP0,15,blk.15,attn_q,HTP0,15,93,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,290,RMS_NORM,norm-15,f32,HTP0,Kcur-15,HTP0,15,blk.15,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,291,ROPE,Kcur-15,f32,HTP0,Kcur_normed-15,HTP0,15,blk.15,attn_k,HTP0,234,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,292,SET_ROWS,cache_k_l15 (view),f16,HTP0,Kcur-15 (view),HTP0,15,blk.15,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,293,SET_ROWS,cache_v_l15 (view),f16,HTP0,Vcur-15 (view),HTP0,15,blk.15,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,294,FLASH_ATTN_EXT,__fattn__-15,f32,HTP0,Qcur-15 (view) (permuted),HTP0,15,blk.15,attn_q,HTP0,263,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,295,MUL_MAT,attn_out-15,f32,HTP0,blk.15.attn_output.weight,HTP0-REPACK,15,blk.15,attn_output,HTP0,443,53,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,296,RMS_NORM,norm-15,f32,HTP0,attn_out-15,HTP0,15,blk.15,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,297,ADD,ffn_inp-15,f32,HTP0,attn_post_norm-15,HTP0,15,blk.15,norm,HTP0,231,6,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,298,MUL_MAT,ffn_gate-15,f32,HTP0,blk.15.ffn_gate.weight,HTP0-REPACK,15,blk.15,ffn_gate,HTP0,750,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,299,MUL_MAT,ffn_up-15,f32,HTP0,blk.15.ffn_up.weight,HTP0-REPACK,15,blk.15,ffn_up,HTP0,776,221,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,300,GLU,ffn_swiglu-15,f32,HTP0,ffn_gate-15,HTP0,15,blk.15,ffn_gate,HTP0,693,11,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,301,MUL_MAT,ffn_out-15,f32,HTP0,blk.15.ffn_down.weight,HTP0-REPACK,15,blk.15,ffn_down,HTP0,793,102,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,302,RMS_NORM,norm,f32,HTP0,ffn_out-15,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,303,ADD,l_out-15,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,228,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,304,MUL_MAT,Qcur-16,f32,HTP0,blk.16.attn_q.weight,HTP0-REPACK,16,blk.16,attn_q,HTP0,15,85,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,305,MUL_MAT,Vcur-16,f32,HTP0,blk.16.attn_v.weight,HTP0-REPACK,16,blk.16,attn_v,HTP0,231,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,306,MUL_MAT,Kcur-16,f32,HTP0,blk.16.attn_k.weight,HTP0-REPACK,16,blk.16,attn_k,HTP0,247,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,307,RMS_NORM,norm-16,f32,HTP0,Qcur-16,HTP0,16,blk.16,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,308,ROPE,Qcur-16,f32,HTP0,Qcur_normed-16,HTP0,16,blk.16,attn_q,HTP0,15,85,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,309,RMS_NORM,norm-16,f32,HTP0,Kcur-16,HTP0,16,blk.16,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,310,ROPE,Kcur-16,f32,HTP0,Kcur_normed-16,HTP0,16,blk.16,attn_k,HTP0,247,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,311,SET_ROWS,cache_k_l16 (view),f16,HTP0,Kcur-16 (view),HTP0,16,blk.16,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,312,SET_ROWS,cache_v_l16 (view),f16,HTP0,Vcur-16 (view),HTP0,16,blk.16,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,313,FLASH_ATTN_EXT,__fattn__-16,f32,HTP0,Qcur-16 (view) (permuted),HTP0,16,blk.16,attn_q,HTP0,265,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,314,MUL_MAT,attn_out-16,f32,HTP0,blk.16.attn_output.weight,HTP0-REPACK,16,blk.16,attn_output,HTP0,449,55,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,315,RMS_NORM,norm-16,f32,HTP0,attn_out-16,HTP0,16,blk.16,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,316,ADD,ffn_inp-16,f32,HTP0,attn_post_norm-16,HTP0,16,blk.16,norm,HTP0,224,6,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,317,MUL_MAT,ffn_gate-16,f32,HTP0,blk.16.ffn_gate.weight,HTP0-REPACK,16,blk.16,ffn_gate,HTP0,749,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,318,MUL_MAT,ffn_up-16,f32,HTP0,blk.16.ffn_up.weight,HTP0-REPACK,16,blk.16,ffn_up,HTP0,772,191,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,319,GLU,ffn_swiglu-16,f32,HTP0,ffn_gate-16,HTP0,16,blk.16,ffn_gate,HTP0,708,10,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,320,MUL_MAT,ffn_out-16,f32,HTP0,blk.16.ffn_down.weight,HTP0-REPACK,16,blk.16,ffn_down,HTP0,793,102,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,321,RMS_NORM,norm,f32,HTP0,ffn_out-16,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,322,ADD,l_out-16,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,236,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,323,MUL_MAT,Qcur-17,f32,HTP0,blk.17.attn_q.weight,HTP0-REPACK,17,blk.17,attn_q,HTP0,15,93,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,324,MUL_MAT,Vcur-17,f32,HTP0,blk.17.attn_v.weight,HTP0-REPACK,17,blk.17,attn_v,HTP0,232,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,325,MUL_MAT,Kcur-17,f32,HTP0,blk.17.attn_k.weight,HTP0-REPACK,17,blk.17,attn_k,HTP0,236,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,326,RMS_NORM,norm-17,f32,HTP0,Qcur-17,HTP0,17,blk.17,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,327,ROPE,Qcur-17,f32,HTP0,Qcur_normed-17,HTP0,17,blk.17,attn_q,HTP0,15,93,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,328,RMS_NORM,norm-17,f32,HTP0,Kcur-17,HTP0,17,blk.17,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,329,ROPE,Kcur-17,f32,HTP0,Kcur_normed-17,HTP0,17,blk.17,attn_k,HTP0,236,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,330,SET_ROWS,cache_k_l17 (view),f16,HTP0,Kcur-17 (view),HTP0,17,blk.17,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,331,SET_ROWS,cache_v_l17 (view),f16,HTP0,Vcur-17 (view),HTP0,17,blk.17,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,332,FLASH_ATTN_EXT,__fattn__-17,f32,HTP0,Qcur-17 (view) (permuted),HTP0,17,blk.17,attn_q,HTP0,266,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,333,MUL_MAT,attn_out-17,f32,HTP0,blk.17.attn_output.weight,HTP0-REPACK,17,blk.17,attn_output,HTP0,447,54,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,334,RMS_NORM,norm-17,f32,HTP0,attn_out-17,HTP0,17,blk.17,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,335,ADD,ffn_inp-17,f32,HTP0,attn_post_norm-17,HTP0,17,blk.17,norm,HTP0,214,6,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,336,MUL_MAT,ffn_gate-17,f32,HTP0,blk.17.ffn_gate.weight,HTP0-REPACK,17,blk.17,ffn_gate,HTP0,752,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,337,MUL_MAT,ffn_up-17,f32,HTP0,blk.17.ffn_up.weight,HTP0-REPACK,17,blk.17,ffn_up,HTP0,778,216,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,338,GLU,ffn_swiglu-17,f32,HTP0,ffn_gate-17,HTP0,17,blk.17,ffn_gate,HTP0,705,10,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,339,MUL_MAT,ffn_out-17,f32,HTP0,blk.17.ffn_down.weight,HTP0-REPACK,17,blk.17,ffn_down,HTP0,793,100,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,340,RMS_NORM,norm,f32,HTP0,ffn_out-17,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,341,ADD,l_out-17,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,235,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,342,MUL_MAT,Qcur-18,f32,HTP0,blk.18.attn_q.weight,HTP0-REPACK,18,blk.18,attn_q,HTP0,15,89,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,343,MUL_MAT,Vcur-18,f32,HTP0,blk.18.attn_v.weight,HTP0-REPACK,18,blk.18,attn_v,HTP0,246,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,344,MUL_MAT,Kcur-18,f32,HTP0,blk.18.attn_k.weight,HTP0-REPACK,18,blk.18,attn_k,HTP0,229,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,345,RMS_NORM,norm-18,f32,HTP0,Qcur-18,HTP0,18,blk.18,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,346,ROPE,Qcur-18,f32,HTP0,Qcur_normed-18,HTP0,18,blk.18,attn_q,HTP0,15,89,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,347,RMS_NORM,norm-18,f32,HTP0,Kcur-18,HTP0,18,blk.18,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,348,ROPE,Kcur-18,f32,HTP0,Kcur_normed-18,HTP0,18,blk.18,attn_k,HTP0,229,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,349,SET_ROWS,cache_k_l18 (view),f16,HTP0,Kcur-18 (view),HTP0,18,blk.18,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,350,SET_ROWS,cache_v_l18 (view),f16,HTP0,Vcur-18 (view),HTP0,18,blk.18,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,351,FLASH_ATTN_EXT,__fattn__-18,f32,HTP0,Qcur-18 (view) (permuted),HTP0,18,blk.18,attn_q,HTP0,264,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,352,MUL_MAT,attn_out-18,f32,HTP0,blk.18.attn_output.weight,HTP0-REPACK,18,blk.18,attn_output,HTP0,447,54,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,353,RMS_NORM,norm-18,f32,HTP0,attn_out-18,HTP0,18,blk.18,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,354,ADD,ffn_inp-18,f32,HTP0,attn_post_norm-18,HTP0,18,blk.18,norm,HTP0,226,6,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,355,MUL_MAT,ffn_gate-18,f32,HTP0,blk.18.ffn_gate.weight,HTP0-REPACK,18,blk.18,ffn_gate,HTP0,752,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,356,MUL_MAT,ffn_up-18,f32,HTP0,blk.18.ffn_up.weight,HTP0-REPACK,18,blk.18,ffn_up,HTP0,777,231,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,357,GLU,ffn_swiglu-18,f32,HTP0,ffn_gate-18,HTP0,18,blk.18,ffn_gate,HTP0,695,11,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,358,MUL_MAT,ffn_out-18,f32,HTP0,blk.18.ffn_down.weight,HTP0-REPACK,18,blk.18,ffn_down,HTP0,791,99,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,359,RMS_NORM,norm,f32,HTP0,ffn_out-18,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,360,ADD,l_out-18,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,235,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,361,MUL_MAT,Qcur-19,f32,HTP0,blk.19.attn_q.weight,HTP0-REPACK,19,blk.19,attn_q,HTP0,15,93,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,362,MUL_MAT,Vcur-19,f32,HTP0,blk.19.attn_v.weight,HTP0-REPACK,19,blk.19,attn_v,HTP0,228,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,363,MUL_MAT,Kcur-19,f32,HTP0,blk.19.attn_k.weight,HTP0-REPACK,19,blk.19,attn_k,HTP0,230,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,364,RMS_NORM,norm-19,f32,HTP0,Qcur-19,HTP0,19,blk.19,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,365,ROPE,Qcur-19,f32,HTP0,Qcur_normed-19,HTP0,19,blk.19,attn_q,HTP0,15,93,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,366,RMS_NORM,norm-19,f32,HTP0,Kcur-19,HTP0,19,blk.19,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,367,ROPE,Kcur-19,f32,HTP0,Kcur_normed-19,HTP0,19,blk.19,attn_k,HTP0,230,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,368,SET_ROWS,cache_k_l19 (view),f16,HTP0,Kcur-19 (view),HTP0,19,blk.19,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,369,SET_ROWS,cache_v_l19 (view),f16,HTP0,Vcur-19 (view),HTP0,19,blk.19,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,370,FLASH_ATTN_EXT,__fattn__-19,f32,HTP0,Qcur-19 (view) (permuted),HTP0,19,blk.19,attn_q,HTP0,262,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,371,MUL_MAT,attn_out-19,f32,HTP0,blk.19.attn_output.weight,HTP0-REPACK,19,blk.19,attn_output,HTP0,447,64,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,372,RMS_NORM,norm-19,f32,HTP0,attn_out-19,HTP0,19,blk.19,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
